physical_gpu,partition,recording_index,repetition,system,split,lang,quintile,original_duration_seconds,processed_duration_seconds,elapsed_seconds,model_placement_seconds_excluded,allocator_cache_cleared_before_timer,peak_allocated_bytes,peak_reserved_bytes,actual_candidates,selected_index,body_tokens,PLL_target_tokens,source_run,external_processes_before,external_processes_after,external_GPU_memory_MiB_before,external_GPU_memory_MiB_after
2,0,122,1,Global,CV27,fa,0,2.736,2.736,0.8385924091562629,0.017961755394935608,True,872952832,924844032,5,0,13,0,IR-COST-P0_attempt0,0,0,0,0
2,0,122,2,Text+Global,CV27,fa,0,2.736,2.736,0.901301421225071,0.23916948027908802,True,2206979584,2241855488,5,0,13,32,IR-COST-P0_attempt0,0,0,0,0
2,0,122,2,B5,CV27,fa,0,2.736,2.736,0.35084541141986847,0.9956743428483605,True,873433600,926941184,1,0,13,0,IR-COST-P0_attempt0,0,0,0,0
2,0,122,2,Conf,CV27,fa,0,2.736,2.736,0.7203673236072063,0.018144510686397552,True,872952832,924844032,5,0,13,0,IR-COST-P0_attempt0,0,0,0,0
2,0,122,2,Global,CV27,fa,0,2.736,2.736,0.8407242968678474,0.01856907829642296,True,872952832,924844032,5,0,13,0,IR-COST-P0_attempt0,0,0,0,0
2,0,122,2,Text,CV27,fa,0,2.736,2.736,0.7773241521790624,0.2727497834712267,True,2206979584,2241855488,5,0,13,32,IR-COST-P0_attempt0,0,0,0,0
2,0,124,0,Text+Global,CV27,fa,1,3.984,3.984,0.7961569176986814,0.01744440197944641,True,2206979584,2241855488,3,1,13,18,IR-COST-P0_attempt0,0,0,0,0
2,0,124,0,B5,CV27,fa,1,3.984,3.984,0.3564058281481266,0.9889137782156467,True,873433600,926941184,1,0,14,0,IR-COST-P0_attempt0,0,0,0,0
2,0,124,0,Conf,CV27,fa,1,3.984,3.984,0.6920613721013069,0.01827949844300747,True,872952832,924844032,3,1,13,0,IR-COST-P0_attempt0,0,0,0,0
2,0,124,0,Global,CV27,fa,1,3.984,3.984,0.7809741133823991,0.01785182300955057,True,872952832,924844032,3,0,14,0,IR-COST-P0_attempt0,0,0,0,0
2,0,124,0,Text,CV27,fa,1,3.984,3.984,0.7373608183115721,0.2592719690874219,True,2206979584,2241855488,3,1,13,18,IR-COST-P0_attempt0,0,0,0,0
2,0,124,1,B5,CV27,fa,1,3.984,3.984,0.359204338863492,0.9673080621287227,True,873433600,926941184,1,0,14,0,IR-COST-P0_attempt0,0,0,0,0
2,0,124,1,Conf,CV27,fa,1,3.984,3.984,0.6961514465510845,0.018006838858127594,True,872952832,924844032,3,1,13,0,IR-COST-P0_attempt0,0,0,0,0
2,0,124,1,Global,CV27,fa,1,3.984,3.984,0.7694655433297157,0.0179552985355258,True,872952832,924844032,3,0,14,0,IR-COST-P0_attempt0,0,0,0,0
2,0,124,1,Text,CV27,fa,1,3.984,3.984,0.7620161566883326,0.23977013118565083,True,2206979584,2241855488,3,1,13,18,IR-COST-P0_attempt0,0,0,0,0
2,0,124,1,Text+Global,CV27,fa,1,3.984,3.984,0.7950767744332552,0.017565435729920864,True,2206979584,2241855488,3,1,13,18,IR-COST-P0_attempt0,0,0,0,0
2,0,124,2,Conf,CV27,fa,1,3.984,3.984,0.6995509173721075,0.9831694951280951,True,872952832,924844032,3,1,13,0,IR-COST-P0_attempt0,0,0,0,0
2,0,124,2,Global,CV27,fa,1,3.984,3.984,0.7694972334429622,0.03264373727142811,True,872952832,924844032,3,0,14,0,IR-COST-P0_attempt0,0,0,0,0
2,0,124,2,Text,CV27,fa,1,3.984,3.984,0.7231709603220224,0.24360124580562115,True,2206979584,2241855488,3,1,13,18,IR-COST-P0_attempt0,0,0,0,0
2,0,124,2,Text+Global,CV27,fa,1,3.984,3.984,0.8284857850521803,0.017922040075063705,True,2206979584,2241855488,3,1,13,18,IR-COST-P0_attempt0,0,0,0,0
2,0,124,2,B5,CV27,fa,1,3.984,3.984,0.36621351540088654,0.99640894215554,True,873433600,926941184,1,0,14,0,IR-COST-P0_attempt0,0,0,0,0
2,0,126,0,Conf,CV27,fa,1,3.696,3.696,0.8186943838372827,0.01823548786342144,True,872952832,926941184,5,0,15,0,IR-COST-P0_attempt0,0,0,0,0
2,0,126,0,Global,CV27,fa,1,3.696,3.696,0.9247285956516862,0.01859178300946951,True,872952832,926941184,5,0,15,0,IR-COST-P0_attempt0,0,0,0,0
2,0,126,0,Text,CV27,fa,1,3.696,3.696,0.8594498056918383,0.2558754747733474,True,2206979584,2243952640,5,0,15,41,IR-COST-P0_attempt0,0,0,0,0
2,0,126,0,Text+Global,CV27,fa,1,3.696,3.696,0.9744962966069579,0.03915178123861551,True,2206979584,2243952640,5,2,15,41,IR-COST-P0_attempt0,0,0,0,0
2,0,126,0,B5,CV27,fa,1,3.696,3.696,0.3997831726446748,0.9879272263497114,True,873433600,926941184,1,0,15,0,IR-COST-P0_attempt0,0,0,0,0
2,0,126,1,Global,CV27,fa,1,3.696,3.696,0.9306632187217474,0.018153549171984196,True,872952832,926941184,5,0,15,0,IR-COST-P0_attempt0,0,0,0,0
2,0,126,1,Text,CV27,fa,1,3.696,3.696,0.8653610358014703,0.2647339953109622,True,2206979584,2243952640,5,0,15,41,IR-COST-P0_attempt0,0,0,0,0
2,0,126,1,Text+Global,CV27,fa,1,3.696,3.696,0.9698974406346679,0.01942701544612646,True,2206979584,2243952640,5,2,15,41,IR-COST-P0_attempt0,0,0,0,0
2,0,126,1,B5,CV27,fa,1,3.696,3.696,0.39766627829521894,0.9856907250359654,True,873433600,926941184,1,0,15,0,IR-COST-P0_attempt0,0,0,0,0
2,0,126,1,Conf,CV27,fa,1,3.696,3.696,0.8053326513618231,0.01802950445562601,True,872952832,926941184,5,0,15,0,IR-COST-P0_attempt0,0,0,0,0
2,0,126,2,Text,CV27,fa,1,3.696,3.696,0.8554725758731365,0.24554996099323034,True,2206979584,2243952640,5,0,15,41,IR-COST-P0_attempt0,0,0,0,0
2,0,126,2,Text+Global,CV27,fa,1,3.696,3.696,0.9845088645815849,0.01748732477426529,True,2206979584,2243952640,5,2,15,41,IR-COST-P0_attempt0,0,0,0,0
2,0,126,2,B5,CV27,fa,1,3.696,3.696,0.40049631614238024,0.9860691232606769,True,873433600,926941184,1,0,15,0,IR-COST-P0_attempt0,0,0,0,0
2,0,126,2,Conf,CV27,fa,1,3.696,3.696,0.81699273083359,0.01826018188148737,True,872952832,926941184,5,0,15,0,IR-COST-P0_attempt0,0,0,0,0
2,0,126,2,Global,CV27,fa,1,3.696,3.696,0.9249453032389283,0.018175850622355938,True,872952832,926941184,5,0,15,0,IR-COST-P0_attempt0,0,0,0,0
2,0,128,0,Text,CV27,fa,2,4.716,4.716,1.2165458062663674,0.23979495372623205,True,2206979584,2246049792,4,0,25,61,IR-COST-P0_attempt0,0,0,0,0
2,0,128,0,Text+Global,CV27,fa,2,4.716,4.716,1.313197709619999,0.017565344460308552,True,2206979584,2246049792,4,0,25,61,IR-COST-P0_attempt0,0,0,0,0
2,0,128,0,B5,CV27,fa,2,4.716,4.716,0.5891927145421505,0.9952966095879674,True,873433600,929038336,1,0,25,0,IR-COST-P0_attempt0,0,0,0,0
2,0,128,0,Conf,CV27,fa,2,4.716,4.716,1.1663563316687942,0.018665295094251633,True,872952832,929038336,4,0,25,0,IR-COST-P0_attempt0,0,0,0,0
2,0,128,0,Global,CV27,fa,2,4.716,4.716,1.265164589509368,0.018414465710520744,True,872952832,929038336,4,0,25,0,IR-COST-P0_attempt0,0,0,0,0
2,0,128,1,Text+Global,CV27,fa,2,4.716,4.716,1.3087413907051086,0.2596287401393056,True,2206979584,2246049792,4,0,25,61,IR-COST-P0_attempt0,0,0,0,0
2,0,128,1,B5,CV27,fa,2,4.716,4.716,0.6042114617303014,0.9991539362818003,True,873433600,929038336,1,0,25,0,IR-COST-P0_attempt0,0,0,0,0
2,0,128,1,Conf,CV27,fa,2,4.716,4.716,1.1663484247401357,0.040864103473722935,True,872952832,929038336,4,0,25,0,IR-COST-P0_attempt0,0,0,0,0
2,0,128,1,Global,CV27,fa,2,4.716,4.716,1.2678807694464922,0.018469704315066338,True,872952832,929038336,4,0,25,0,IR-COST-P0_attempt0,0,0,0,0
2,0,128,1,Text,CV27,fa,2,4.716,4.716,1.2138949185609818,0.26203454937785864,True,2206979584,2246049792,4,0,25,61,IR-COST-P0_attempt0,0,0,0,0
2,0,128,2,B5,CV27,fa,2,4.716,4.716,0.5904182577505708,0.9946748577058315,True,873433600,929038336,1,0,25,0,IR-COST-P0_attempt0,0,0,0,0
2,0,128,2,Conf,CV27,fa,2,4.716,4.716,1.1711009908467531,0.01817512232810259,True,872952832,929038336,4,0,25,0,IR-COST-P0_attempt0,0,0,0,0
2,0,128,2,Global,CV27,fa,2,4.716,4.716,1.2706906395033002,0.01837532501667738,True,872952832,929038336,4,0,25,0,IR-COST-P0_attempt0,0,0,0,0
2,0,128,2,Text,CV27,fa,2,4.716,4.716,1.2084377044811845,0.25722235068678856,True,2206979584,2246049792,4,0,25,61,IR-COST-P0_attempt0,0,0,0,0
2,0,128,2,Text+Global,CV27,fa,2,4.716,4.716,1.3079268261790276,0.028745015151798725,True,2206979584,2246049792,4,0,25,61,IR-COST-P0_attempt0,0,0,0,0
2,0,130,0,B5,CV27,fa,2,4.944,4.944,0.6720696119591594,1.0167600149288774,True,873433600,929038336,1,0,29,0,IR-COST-P0_attempt0,0,0,0,0
2,0,130,0,Conf,CV27,fa,2,4.944,4.944,1.2975417152047157,0.01821859646588564,True,872952832,929038336,3,0,29,0,IR-COST-P0_attempt0,0,0,0,0
2,0,130,0,Global,CV27,fa,2,4.944,4.944,1.3781299507245421,0.018284162506461143,True,872952832,929038336,3,0,29,0,IR-COST-P0_attempt0,0,0,0,0
2,0,130,0,Text,CV27,fa,2,4.944,4.944,1.3368632327765226,0.25290295481681824,True,2206979584,2246049792,3,0,29,57,IR-COST-P0_attempt0,0,0,0,0
2,0,130,0,Text+Global,CV27,fa,2,4.944,4.944,1.4255739748477936,0.017660100013017654,True,2206979584,2246049792,3,0,29,57,IR-COST-P0_attempt0,0,0,0,0
2,0,130,1,Conf,CV27,fa,2,4.944,4.944,1.315133647993207,0.9856742592528462,True,872952832,929038336,3,0,29,0,IR-COST-P0_attempt0,0,0,0,0
2,0,130,1,Global,CV27,fa,2,4.944,4.944,1.374600736424327,0.01814831979572773,True,872952832,929038336,3,0,29,0,IR-COST-P0_attempt0,0,0,0,0
2,0,130,1,Text,CV27,fa,2,4.944,4.944,1.3326662285253406,0.24999266117811203,True,2206979584,2246049792,3,0,29,57,IR-COST-P0_attempt0,0,0,0,0
2,0,130,1,Text+Global,CV27,fa,2,4.944,4.944,1.4076447058469057,0.01771009899675846,True,2206979584,2246049792,3,0,29,57,IR-COST-P0_attempt0,0,0,0,0
2,0,130,1,B5,CV27,fa,2,4.944,4.944,0.6715323571115732,1.0036314129829407,True,873433600,929038336,1,0,29,0,IR-COST-P0_attempt0,0,0,0,0
2,0,130,2,Global,CV27,fa,2,4.944,4.944,1.3920380305498838,0.01831978280097246,True,872952832,929038336,3,0,29,0,IR-COST-P0_attempt0,0,0,0,0
2,0,130,2,Text,CV27,fa,2,4.944,4.944,1.3406018894165754,0.25422143563628197,True,2206979584,2246049792,3,0,29,57,IR-COST-P0_attempt0,0,0,0,0
2,0,130,2,Text+Global,CV27,fa,2,4.944,4.944,1.408853193745017,0.01798686943948269,True,2206979584,2246049792,3,0,29,57,IR-COST-P0_attempt0,0,0,0,0
2,0,130,2,B5,CV27,fa,2,4.944,4.944,0.6840786524116993,0.9998991824686527,True,873433600,929038336,1,0,29,0,IR-COST-P0_attempt0,0,0,0,0
2,0,130,2,Conf,CV27,fa,2,4.944,4.944,1.3032562676817179,0.018426764756441116,True,872952832,929038336,3,0,29,0,IR-COST-P0_attempt0,0,0,0,0
2,0,132,0,Global,CV27,fa,3,5.424,5.424,1.8305828627198935,0.02921567764133215,True,872952832,933232640,5,0,39,0,IR-COST-P0_attempt0,0,0,0,0
2,0,132,0,Text,CV27,fa,3,5.424,5.424,2.237658360041678,0.263596692122519,True,2206979584,2248146944,5,0,39,107,IR-COST-P0_attempt0,0,0,0,0
2,0,132,0,Text+Global,CV27,fa,3,5.424,5.424,2.113489605486393,0.018200727179646492,True,2206979584,2248146944,5,0,39,107,IR-COST-P0_attempt0,0,0,0,0
2,0,132,0,B5,CV27,fa,3,5.424,5.424,0.8808670686557889,1.0291256001219153,True,873433600,933232640,1,0,39,0,IR-COST-P0_attempt0,0,0,0,0
2,0,132,0,Conf,CV27,fa,3,5.424,5.424,1.7324161073192954,0.01854204200208187,True,872952832,933232640,5,0,39,0,IR-COST-P0_attempt0,0,0,0,0
2,0,132,1,Text,CV27,fa,3,5.424,5.424,1.7780001778155565,0.3288535540923476,True,2206979584,2248146944,5,0,39,107,IR-COST-P0_attempt0,0,0,0,0
2,0,132,1,Text+Global,CV27,fa,3,5.424,5.424,1.883086010813713,0.017849278636276722,True,2206979584,2248146944,5,0,39,107,IR-COST-P0_attempt0,0,0,0,0
2,0,132,1,B5,CV27,fa,3,5.424,5.424,0.8842340754345059,0.84734330419451,True,873433600,933232640,1,0,39,0,IR-COST-P0_attempt0,0,0,0,0
2,0,132,1,Conf,CV27,fa,3,5.424,5.424,1.738719679415226,0.020148849114775658,True,872952832,933232640,5,0,39,0,IR-COST-P0_attempt0,0,0,0,0
2,0,132,1,Global,CV27,fa,3,5.424,5.424,1.8465773239731789,0.04968890640884638,True,872952832,933232640,5,0,39,0,IR-COST-P0_attempt0,0,0,0,0
2,0,132,2,Text+Global,CV27,fa,3,5.424,5.424,1.9370323037728667,0.40752318035811186,True,2206979584,2248146944,5,0,39,107,IR-COST-P0_attempt0,0,0,0,0
2,0,132,2,B5,CV27,fa,3,5.424,5.424,0.9225369235500693,0.7708307169377804,True,873433600,933232640,1,0,39,0,IR-COST-P0_attempt0,0,0,0,0
2,0,132,2,Conf,CV27,fa,3,5.424,5.424,1.8211657600477338,0.019359152764081955,True,872952832,933232640,5,0,39,0,IR-COST-P0_attempt0,0,0,0,0
2,0,132,2,Global,CV27,fa,3,5.424,5.424,1.9632197180762887,0.01905159931629896,True,872952832,933232640,5,0,39,0,IR-COST-P0_attempt0,0,0,0,0
2,0,132,2,Text,CV27,fa,3,5.424,5.424,1.8777383007109165,0.23802017327398062,True,2206979584,2248146944,5,0,39,107,IR-COST-P0_attempt0,0,0,0,0
2,0,134,0,Text+Global,CV27,fa,3,5.064,5.064,0.9384650150313973,0.017850268632173538,True,2206979584,2243952640,4,0,15,29,IR-COST-P0_attempt0,0,0,0,0
2,0,134,0,B5,CV27,fa,3,5.064,5.064,0.38991155475378036,0.7874045297503471,True,873433600,926941184,1,0,15,0,IR-COST-P0_attempt0,0,0,0,0
2,0,134,0,Conf,CV27,fa,3,5.064,5.064,0.7964117182418704,0.031140953302383423,True,872952832,926941184,4,0,15,0,IR-COST-P0_attempt0,0,0,0,0
2,0,134,0,Global,CV27,fa,3,5.064,5.064,0.9103131871670485,0.018280137330293655,True,872952832,926941184,4,0,15,0,IR-COST-P0_attempt0,0,0,0,0
2,0,134,0,Text,CV27,fa,3,5.064,5.064,0.8365024542436004,0.22532206866890192,True,2206979584,2243952640,4,0,15,29,IR-COST-P0_attempt0,0,0,0,0
2,0,134,1,B5,CV27,fa,3,5.064,5.064,0.38715686555951834,0.7612259155139327,True,873433600,926941184,1,0,15,0,IR-COST-P0_attempt0,0,0,0,0
2,0,134,1,Conf,CV27,fa,3,5.064,5.064,0.7958792271092534,0.018213358707726002,True,872952832,926941184,4,0,15,0,IR-COST-P0_attempt0,0,0,0,0
2,0,134,1,Global,CV27,fa,3,5.064,5.064,0.9134411048144102,0.018097417429089546,True,872952832,926941184,4,0,15,0,IR-COST-P0_attempt0,0,0,0,0
2,0,134,1,Text,CV27,fa,3,5.064,5.064,0.8541145790368319,0.2217546757310629,True,2206979584,2243952640,4,0,15,29,IR-COST-P0_attempt0,0,0,0,0
2,0,134,1,Text+Global,CV27,fa,3,5.064,5.064,0.9394773561507463,0.01750290486961603,True,2206979584,2243952640,4,0,15,29,IR-COST-P0_attempt0,0,0,0,0
2,0,134,2,Conf,CV27,fa,3,5.064,5.064,0.792801957577467,0.7558250846341252,True,872952832,926941184,4,0,15,0,IR-COST-P0_attempt0,0,0,0,0
2,0,134,2,Global,CV27,fa,3,5.064,5.064,0.8995698122307658,0.04365081526339054,True,872952832,926941184,4,0,15,0,IR-COST-P0_attempt0,0,0,0,0
2,0,134,2,Text,CV27,fa,3,5.064,5.064,0.8401122102513909,0.21231312956660986,True,2206979584,2243952640,4,0,15,29,IR-COST-P0_attempt0,0,0,0,0
2,0,134,2,Text+Global,CV27,fa,3,5.064,5.064,0.9445080980658531,0.04226288851350546,True,2206979584,2243952640,4,0,15,29,IR-COST-P0_attempt0,0,0,0,0
2,0,134,2,B5,CV27,fa,3,5.064,5.064,0.40025684610009193,0.7566784536466002,True,873433600,926941184,1,0,15,0,IR-COST-P0_attempt0,0,0,0,0
2,0,136,0,Conf,CV27,fa,4,7.344,7.344,1.3574486523866653,0.018040421418845654,True,872952832,929038336,3,1,30,0,IR-COST-P0_attempt0,0,0,0,0
2,0,136,0,Global,CV27,fa,4,7.344,7.344,1.4156112363561988,0.01821714360266924,True,872952832,929038336,3,1,30,0,IR-COST-P0_attempt0,0,0,0,0
2,0,136,0,Text,CV27,fa,4,7.344,7.344,1.3875680370256305,0.2078365497291088,True,2206979584,2246049792,3,1,30,48,IR-COST-P0_attempt0,0,0,0,0
2,0,136,0,Text+Global,CV27,fa,4,7.344,7.344,1.4492465630173683,0.046382248401641846,True,2206979584,2246049792,3,1,30,48,IR-COST-P0_attempt0,0,0,0,0
2,0,136,0,B5,CV27,fa,4,7.344,7.344,0.698654169216752,0.7572078630328178,True,873433600,929038336,1,0,30,0,IR-COST-P0_attempt0,0,0,0,0
2,0,136,1,Global,CV27,fa,4,7.344,7.344,1.4293823847547174,0.018236184492707253,True,872952832,929038336,3,1,30,0,IR-COST-P0_attempt0,0,0,0,0
2,0,136,1,Text,CV27,fa,4,7.344,7.344,1.4050308130681515,0.21832192782312632,True,2206979584,2246049792,3,1,30,48,IR-COST-P0_attempt0,0,0,0,0
2,0,136,1,Text+Global,CV27,fa,4,7.344,7.344,1.477302897721529,0.017664789222180843,True,2206979584,2246049792,3,1,30,48,IR-COST-P0_attempt0,0,0,0,0
2,0,136,1,B5,CV27,fa,4,7.344,7.344,0.6985691664740443,0.7655263189226389,True,873433600,929038336,1,0,30,0,IR-COST-P0_attempt0,0,0,0,0
2,0,136,1,Conf,CV27,fa,4,7.344,7.344,1.3352024713531137,0.018370160833001137,True,872952832,929038336,3,1,30,0,IR-COST-P0_attempt0,0,0,0,0
2,0,136,2,Text,CV27,fa,4,7.344,7.344,1.3758518006652594,0.22085628379136324,True,2206979584,2246049792,3,1,30,48,IR-COST-P0_attempt0,0,0,0,0
2,0,136,2,Text+Global,CV27,fa,4,7.344,7.344,1.4465973135083914,0.017942840233445168,True,2206979584,2246049792,3,1,30,48,IR-COST-P0_attempt0,0,0,0,0
2,0,136,2,B5,CV27,fa,4,7.344,7.344,0.6959382928907871,0.7617884147912264,True,873433600,929038336,1,0,30,0,IR-COST-P0_attempt0,0,0,0,0
2,0,136,2,Conf,CV27,fa,4,7.344,7.344,1.3459263751283288,0.018265267834067345,True,872952832,929038336,3,1,30,0,IR-COST-P0_attempt0,0,0,0,0
2,0,136,2,Global,CV27,fa,4,7.344,7.344,1.436321577988565,0.023448354564607143,True,872952832,929038336,3,1,30,0,IR-COST-P0_attempt0,0,0,0,0
2,0,138,0,Text,CV27,fa,4,6.624,6.624,2.1697164149954915,0.2269842578098178,True,2206979584,2315255808,6,1,53,179,IR-COST-P0_attempt0,0,0,0,0
2,0,138,0,Text+Global,CV27,fa,4,6.624,6.624,2.3607012731954455,0.02026877272874117,True,2206979584,2315255808,6,1,53,179,IR-COST-P0_attempt0,0,0,0,0
2,0,138,0,B5,CV27,fa,4,6.624,6.624,1.182594426907599,0.7920224638655782,True,873433600,937426944,1,0,53,0,IR-COST-P0_attempt0,0,0,0,0
2,0,138,0,Conf,CV27,fa,4,6.624,6.624,2.1012398321181536,0.01866339612752199,True,872952832,935329792,6,0,53,0,IR-COST-P0_attempt0,0,0,0,0
2,0,138,0,Global,CV27,fa,4,6.624,6.624,2.256798558868468,0.018701558001339436,True,872952832,935329792,6,5,42,0,IR-COST-P0_attempt0,0,0,0,0
2,0,138,1,Text+Global,CV27,fa,4,6.624,6.624,2.3375695114955306,0.22320492658764124,True,2206979584,2315255808,6,1,53,179,IR-COST-P0_attempt0,0,0,0,0
2,0,138,1,B5,CV27,fa,4,6.624,6.624,1.1814905060455203,0.7960770251229405,True,873433600,937426944,1,0,53,0,IR-COST-P0_attempt0,0,0,0,0
2,0,138,1,Conf,CV27,fa,4,6.624,6.624,2.1390733178704977,0.019228585064411163,True,872952832,935329792,6,0,53,0,IR-COST-P0_attempt0,0,0,0,0
2,0,138,1,Global,CV27,fa,4,6.624,6.624,2.260301279835403,0.018772589974105358,True,872952832,935329792,6,5,42,0,IR-COST-P0_attempt0,0,0,0,0
2,0,138,1,Text,CV27,fa,4,6.624,6.624,2.18639137968421,0.22214548010379076,True,2206979584,2315255808,6,1,53,179,IR-COST-P0_attempt0,0,0,0,0
2,0,138,2,B5,CV27,fa,4,6.624,6.624,1.1944170985370874,0.7664326569065452,True,873433600,937426944,1,0,53,0,IR-COST-P0_attempt0,0,0,0,0
2,0,138,2,Conf,CV27,fa,4,6.624,6.624,2.0878092367202044,0.01871514692902565,True,872952832,935329792,6,0,53,0,IR-COST-P0_attempt0,0,0,0,0
2,0,138,2,Global,CV27,fa,4,6.624,6.624,2.2367040561512113,0.018515977077186108,True,872952832,935329792,6,5,42,0,IR-COST-P0_attempt0,0,0,0,0
2,0,138,2,Text,CV27,fa,4,6.624,6.624,2.1802317751571536,0.2154137995094061,True,2206979584,2315255808,6,1,53,179,IR-COST-P0_attempt0,0,0,0,0
2,0,138,2,Text+Global,CV27,fa,4,6.624,6.624,2.3085478954017162,0.026147290132939816,True,2206979584,2315255808,6,1,53,179,IR-COST-P0_attempt0,0,0,0,0
2,0,140,0,B5,CV27,pl,0,3.528,3.528,0.41214277781546116,0.7619200125336647,True,873433600,926941184,1,0,16,0,IR-COST-P0_attempt0,0,0,0,0
2,0,140,0,Conf,CV27,pl,0,3.528,3.528,0.8040554923936725,0.01829510275274515,True,872952832,926941184,3,0,16,0,IR-COST-P0_attempt0,0,0,0,0
2,0,140,0,Global,CV27,pl,0,3.528,3.528,0.887213840149343,0.02124050073325634,True,872952832,926941184,3,1,16,0,IR-COST-P0_attempt0,0,0,0,0
2,0,140,0,Text,CV27,pl,0,3.528,3.528,0.8560377843677998,0.20671855006366968,True,2206979584,2243952640,3,0,16,38,IR-COST-P0_attempt0,0,0,0,0
2,0,140,0,Text+Global,CV27,pl,0,3.528,3.528,0.9144513476639986,0.017472333274781704,True,2206979584,2243952640,3,0,16,38,IR-COST-P0_attempt0,0,0,0,0
2,0,140,1,Conf,CV27,pl,0,3.528,3.528,0.8237525783479214,0.7608186025172472,True,872952832,926941184,3,0,16,0,IR-COST-P0_attempt0,0,0,0,0
2,0,140,1,Global,CV27,pl,0,3.528,3.528,0.876666659489274,0.018315373919904232,True,872952832,926941184,3,1,16,0,IR-COST-P0_attempt0,0,0,0,0
2,0,140,1,Text,CV27,pl,0,3.528,3.528,0.8394526392221451,0.2194347381591797,True,2206979584,2243952640,3,0,16,38,IR-COST-P0_attempt0,0,0,0,0
2,0,140,1,Text+Global,CV27,pl,0,3.528,3.528,0.919127375818789,0.01750724110752344,True,2206979584,2243952640,3,0,16,38,IR-COST-P0_attempt0,0,0,0,0
2,0,140,1,B5,CV27,pl,0,3.528,3.528,0.41149065271019936,0.7549097603186965,True,873433600,926941184,1,0,16,0,IR-COST-P0_attempt0,0,0,0,0
2,0,140,2,Global,CV27,pl,0,3.528,3.528,0.8957406394183636,0.018137529492378235,True,872952832,926941184,3,1,16,0,IR-COST-P0_attempt0,0,0,0,0
2,0,140,2,Text,CV27,pl,0,3.528,3.528,0.8341907327994704,0.21212331764400005,True,2206979584,2243952640,3,0,16,38,IR-COST-P0_attempt0,0,0,0,0
2,0,140,2,Text+Global,CV27,pl,0,3.528,3.528,0.9146536011248827,0.017734109424054623,True,2206979584,2243952640,3,0,16,38,IR-COST-P0_attempt0,0,0,0,0
2,0,140,2,B5,CV27,pl,0,3.528,3.528,0.41097193118184805,0.7586687710136175,True,873433600,926941184,1,0,16,0,IR-COST-P0_attempt0,0,0,0,0
2,0,140,2,Conf,CV27,pl,0,3.528,3.528,0.7993957987055182,0.04381505213677883,True,872952832,926941184,3,0,16,0,IR-COST-P0_attempt0,0,0,0,0
2,0,142,0,Global,CV27,pl,0,3.576,3.576,0.7448884835466743,0.018197443336248398,True,872952832,924844032,2,0,12,0,IR-COST-P0_attempt0,0,0,0,0
2,0,142,0,Text,CV27,pl,0,3.576,3.576,0.7057520318776369,0.2072438756003976,True,2206979584,2241855488,2,0,12,18,IR-COST-P0_attempt0,0,0,0,0
2,0,142,0,Text+Global,CV27,pl,0,3.576,3.576,0.7500121723860502,0.01774702314287424,True,2206979584,2241855488,2,0,12,18,IR-COST-P0_attempt0,0,0,0,0
2,0,142,0,B5,CV27,pl,0,3.576,3.576,0.3721487205475569,0.7654963824898005,True,873433600,926941184,1,0,12,0,IR-COST-P0_attempt0,0,0,0,0
2,0,142,0,Conf,CV27,pl,0,3.576,3.576,0.669067183509469,0.0183267779648304,True,872952832,924844032,2,0,12,0,IR-COST-P0_attempt0,0,0,0,0
2,0,142,1,Text,CV27,pl,0,3.576,3.576,0.691994421184063,0.21880023926496506,True,2206979584,2241855488,2,0,12,18,IR-COST-P0_attempt0,0,0,0,0
2,0,142,1,Text+Global,CV27,pl,0,3.576,3.576,0.7487895330414176,0.017315375618636608,True,2206979584,2241855488,2,0,12,18,IR-COST-P0_attempt0,0,0,0,0
2,0,142,1,B5,CV27,pl,0,3.576,3.576,0.3442732160910964,0.7676636129617691,True,873433600,926941184,1,0,12,0,IR-COST-P0_attempt0,0,0,0,0
2,0,142,1,Conf,CV27,pl,0,3.576,3.576,0.6815765360370278,0.01799742318689823,True,872952832,924844032,2,0,12,0,IR-COST-P0_attempt0,0,0,0,0
2,0,142,1,Global,CV27,pl,0,3.576,3.576,0.7245287140831351,0.01881083194166422,True,872952832,924844032,2,0,12,0,IR-COST-P0_attempt0,0,0,0,0
2,0,142,2,Text+Global,CV27,pl,0,3.576,3.576,0.747510677203536,0.21685022301971912,True,2206979584,2241855488,2,0,12,18,IR-COST-P0_attempt0,0,0,0,0
2,0,142,2,B5,CV27,pl,0,3.576,3.576,0.34506219159811735,0.7711829775944352,True,873433600,926941184,1,0,12,0,IR-COST-P0_attempt0,0,0,0,0
2,0,142,2,Conf,CV27,pl,0,3.576,3.576,0.6767377397045493,0.01811883132904768,True,872952832,924844032,2,0,12,0,IR-COST-P0_attempt0,0,0,0,0
2,0,142,2,Global,CV27,pl,0,3.576,3.576,0.7206017579883337,0.018041549250483513,True,872952832,924844032,2,0,12,0,IR-COST-P0_attempt0,0,0,0,0
2,0,142,2,Text,CV27,pl,0,3.576,3.576,0.6888482645153999,0.21714906953275204,True,2206979584,2241855488,2,0,12,18,IR-COST-P0_attempt0,0,0,0,0
2,0,144,0,Text+Global,CV27,pl,1,3.672,3.672,0.6663095746189356,0.017316242679953575,True,2206979584,2241855488,3,0,9,19,IR-COST-P0_attempt0,0,0,0,0
2,0,144,0,B5,CV27,pl,1,3.672,3.672,0.29055155999958515,0.7650329284369946,True,873433600,924844032,1,0,9,0,IR-COST-P0_attempt0,0,0,0,0
